18.03.2026,12:00,Belgrade
19.03.2026,12:00,Sarajevo
20.03.2026,12:00,Milan
21.03.2026,12:00,Rome
22.03.2026,12:00,Izmir
23.03.2026,12:00,Antalya
24.03.2026,12:00,Istanbul
25.03.2026,12:00,Sofia
26.03.2026,12:00,Bucharest
27.03.2026,12:00,Budapest
28.03.2026,12:00,Berlin
29.03.2026,12:00,Amsterdam
30.03.2026,12:00,Brussels
31.03.2026,12:00,London
01.04.2026,12:00,Glasgow
02.04.2026,12:00,Barcelona
03.04.2026,12:00,Paris
04.04.2026,12:00,Porto
05.04.2026,12:00,Madrid









